2023-10-10 15:00:04,29.9,21,224
2023-10-10 15:00:11,29.9,21.3,224
2023-10-10 15:00:16,29.9,21.4,224
2023-10-10 15:00:22,29.9,21.5,224
2023-10-10 15:00:27,29.9,21.5,224
2023-10-10 15:00:32,29.9,21.5,224
2023-10-10 15:00:37,29.9,21.7,223
2023-10-10 15:00:42,29.9,21.9,223
2023-10-10 15:00:47,29.9,21.8,223
2023-10-10 15:00:52,29.8,21.7,223
2023-10-10 15:00:57,29.9,21.5,222
2023-10-10 15:01:02,29.9,21.6,222
2023-10-10 15:01:07,29.9,21.8,222
2023-10-10 15:01:12,29.9,21.9,222
2023-10-10 15:01:18,29.9,22,222
2023-10-10 15:01:23,29.9,22.1,222
2023-10-10 15:01:28,29.9,22.2,222
2023-10-10 15:01:33,29.9,22.4,222
2023-10-10 15:01:38,29.9,22.5,222
2023-10-10 15:01:43,29.9,22.4,222
2023-10-10 15:01:48,29.9,22.2,222
2023-10-10 15:01:53,29.8,22.1,222
2023-10-10 15:01:58,29.9,22.2,222
2023-10-10 15:02:03,30,22.3,222
2023-10-10 15:02:08,30,22.4,222
2023-10-10 15:02:13,29.9,22.2,221
2023-10-10 15:02:19,30,22,221
2023-10-10 15:02:24,29.9,21.9,221
2023-10-10 15:02:29,29.9,21.9,221
2023-10-10 15:02:34,29.9,22.1,221
2023-10-10 15:02:39,30,22.3,221
2023-10-10 15:02:44,29.9,22.2,221
2023-10-10 15:02:49,29.9,21.9,220
2023-10-10 15:02:54,29.9,21.7,220
2023-10-10 15:02:59,30,21.8,220
2023-10-10 15:03:04,29.9,21.7,219
2023-10-10 15:03:09,29.9,21.6,219
2023-10-10 15:03:14,29.9,21.5,218
2023-10-10 15:03:20,30,21.6,218
2023-10-10 15:03:25,30,21.6,218
2023-10-10 15:03:30,29.9,21.4,217
2023-10-10 15:03:35,29.9,21.3,218
2023-10-10 15:03:40,29.9,21.4,217
2023-10-10 15:03:45,29.9,21.4,217
2023-10-10 15:03:50,29.9,21.5,217
2023-10-10 15:03:55,29.9,21.5,217
2023-10-10 15:04:00,29.9,21.5,217
2023-10-10 15:04:05,30,21.3,217
2023-10-10 15:04:10,29.9,21.2,217
2023-10-10 15:04:15,29.9,21.6,216
2023-10-10 15:04:21,29.9,21.8,216
2023-10-10 15:04:26,29.9,21.9,216
2023-10-10 15:04:31,30,22.1,216
2023-10-10 15:04:36,30,22.1,216
2023-10-10 15:04:41,29.9,21.9,215
2023-10-10 15:04:46,29.9,21.7,214
2023-10-10 15:04:51,29.9,21.4,214
2023-10-10 15:04:56,29.9,21.3,213
2023-10-10 15:05:01,29.9,21.1,213
2023-10-10 15:05:06,29.9,21.1,215
2023-10-10 15:05:11,29.9,21.3,215
2023-10-10 15:05:17,29.9,21.4,215
2023-10-10 15:05:22,29.9,21.6,215
2023-10-10 15:05:27,29.9,21.5,215
2023-10-10 15:05:32,29.9,21.4,215
2023-10-10 15:05:37,29.9,21.2,214
2023-10-10 15:05:42,29.9,21.2,213
2023-10-10 15:05:47,29.8,21.2,213
2023-10-10 15:05:52,29.9,21.2,213
2023-10-10 15:05:57,29.9,21.1,213
2023-10-10 15:06:02,29.8,21,212
2023-10-10 15:06:07,29.9,20.8,212
2023-10-10 15:06:12,29.9,20.7,212
2023-10-10 15:06:18,29.8,21.1,211
2023-10-10 15:06:23,29.8,21.6,211
2023-10-10 15:06:28,29.8,21.8,211
2023-10-10 15:06:33,29.8,21.6,211
2023-10-10 15:06:38,29.8,21.4,211
2023-10-10 15:06:43,29.8,21.5,211
2023-10-10 15:06:48,29.8,21.5,211
2023-10-10 15:06:53,29.8,21.5,211
2023-10-10 15:06:58,29.8,21.7,211
2023-10-10 15:07:03,29.8,21.5,210
2023-10-10 15:07:08,29.8,21.4,210
2023-10-10 15:07:13,29.9,21.2,210
2023-10-10 15:07:19,29.8,21.1,209
2023-10-10 15:07:24,29.8,21.3,209
2023-10-10 15:07:29,29.8,21.4,209
2023-10-10 15:07:34,29.8,21.4,209
2023-10-10 15:07:39,29.8,21.2,209
2023-10-10 15:07:44,29.8,21.1,209
2023-10-10 15:07:49,29.8,21.1,209
2023-10-10 15:07:54,29.7,21,206
2023-10-10 15:07:59,29.8,21,204
2023-10-10 15:08:04,29.8,21.1,205
2023-10-10 15:08:09,29.8,21.2,207
2023-10-10 15:08:15,29.7,21.4,207
2023-10-10 15:08:20,29.7,21.6,207
2023-10-10 15:08:25,29.8,21.8,204
2023-10-10 15:08:30,29.8,21.7,200
2023-10-10 15:08:35,29.7,21.7,201
2023-10-10 15:08:40,29.8,21.5,202
2023-10-10 15:08:45,29.8,21.5,203
2023-10-10 15:08:50,29.8,21.5,203
2023-10-10 15:08:55,29.8,21.5,204
2023-10-10 15:09:00,29.8,21.5,202
2023-10-10 15:09:05,29.8,21.5,202
2023-10-10 15:09:10,29.8,21.5,203
2023-10-10 15:09:16,29.8,21.6,204
2023-10-10 15:09:21,29.8,21.4,203
2023-10-10 15:09:26,29.8,21.4,202
2023-10-10 15:09:31,29.8,21.4,201
2023-10-10 15:09:36,29.8,21.5,198
2023-10-10 15:09:41,29.8,21.3,196
2023-10-10 15:09:46,29.8,21.2,200
2023-10-10 15:09:51,29.8,21.4,203
2023-10-10 15:09:56,29.8,21.2,204
