2023-10-10 01:00:01,20.3,58.1,1
2023-10-10 01:00:08,20.3,58,1
2023-10-10 01:00:13,20.3,58,1
2023-10-10 01:00:19,20.3,58,1
2023-10-10 01:00:24,20.2,58.1,1
2023-10-10 01:00:29,20.3,58.1,1
2023-10-10 01:00:34,20.3,58,1
2023-10-10 01:00:39,20.2,58,1
2023-10-10 01:00:44,20.2,58,1
2023-10-10 01:00:49,20.2,58,1
2023-10-10 01:00:54,20.2,58,2
2023-10-10 01:00:59,20.3,58,1
2023-10-10 01:01:04,20.2,58,1
2023-10-10 01:01:09,20.3,58.1,1
2023-10-10 01:01:15,20.3,58.1,2
2023-10-10 01:01:20,20.3,58.1,1
2023-10-10 01:01:25,20.3,58.1,1
2023-10-10 01:01:30,20.2,58.1,1
2023-10-10 01:01:35,20.3,58.1,1
2023-10-10 01:01:40,20.2,58,1
2023-10-10 01:01:45,20.3,58.1,1
2023-10-10 01:01:50,20.2,58.1,1
2023-10-10 01:01:55,20.2,58.1,1
2023-10-10 01:02:00,20.3,58.1,2
2023-10-10 01:02:05,20.2,58.1,1
2023-10-10 01:02:10,20.3,58.1,1
2023-10-10 01:02:16,20.3,58,1
2023-10-10 01:02:21,20.3,58.1,1
2023-10-10 01:02:26,20.3,58.1,1
2023-10-10 01:02:31,20.3,58.1,1
2023-10-10 01:02:36,20.2,58.1,1
2023-10-10 01:02:41,20.3,58.1,1
2023-10-10 01:02:46,20.2,58.1,1
2023-10-10 01:02:51,20.2,58.1,1
2023-10-10 01:02:56,20.3,58.1,1
2023-10-10 01:03:01,20.2,58.1,1
2023-10-10 01:03:06,20.2,58.1,1
2023-10-10 01:03:11,20.3,58.1,1
2023-10-10 01:03:17,20.2,58.1,1
2023-10-10 01:03:22,20.3,58.1,1
2023-10-10 01:03:27,20.3,58.1,1
2023-10-10 01:03:32,20.2,58.1,1
2023-10-10 01:03:37,20.3,58.1,1
2023-10-10 01:03:42,20.2,58.1,1
2023-10-10 01:03:47,20.2,58.1,1
2023-10-10 01:03:52,20.2,58.1,2
2023-10-10 01:03:57,20.3,58.1,1
2023-10-10 01:04:02,20.2,58.1,1
2023-10-10 01:04:07,20.2,58,1
2023-10-10 01:04:13,20.2,58,1
2023-10-10 01:04:18,20.2,58.1,1
2023-10-10 01:04:23,20.2,58.1,1
2023-10-10 01:04:28,20.3,58.1,1
2023-10-10 01:04:33,20.2,58,1
2023-10-10 01:04:38,20.2,58,1
2023-10-10 01:04:43,20.2,58,1
2023-10-10 01:04:48,20.2,58,1
2023-10-10 01:04:53,20.2,57.9,1
2023-10-10 01:04:58,20.2,57.9,1
2023-10-10 01:05:03,20.2,57.9,1
2023-10-10 01:05:08,20.2,57.9,1
2023-10-10 01:05:14,20.2,57.9,1
2023-10-10 01:05:19,20.2,57.9,1
2023-10-10 01:05:24,20.2,58,1
2023-10-10 01:05:29,20.2,57.9,1
2023-10-10 01:05:34,20.3,57.9,1
2023-10-10 01:05:39,20.2,57.9,2
2023-10-10 01:05:44,20.2,57.9,2
2023-10-10 01:05:49,20.2,57.9,1
2023-10-10 01:05:54,20.2,57.9,1
2023-10-10 01:05:59,20.2,57.9,1
2023-10-10 01:06:04,20.3,57.9,1
2023-10-10 01:06:10,20.2,57.9,1
2023-10-10 01:06:15,20.2,57.8,1
2023-10-10 01:06:20,20.2,57.8,1
2023-10-10 01:06:25,20.2,57.8,1
